Date,Drug_Demand,Hour,Weekday,Month,Year,Holiday,Marketing_Spend,Competitor_Price
2000-01-04 23:00:00,56.105133193758746,23,1,1,2000,0,3290.5372685483435,36.22192882125117
2000-01-05 00:00:00,78.91332596765436,0,2,1,2000,0,2486.2665528962234,29.13010593243245
2000-01-05 01:00:00,57.722670698679,1,2,1,2000,0,3662.0490707435547,47.55554593427493
2000-01-05 02:00:00,63.84806180124059,2,2,1,2000,0,4330.192276800351,20.275452620056594
2000-01-05 03:00:00,66.02173679240921,3,2,1,2000,0,3013.224291988755,14.15490390629644
2000-01-05 04:00:00,83.65732037306914,4,2,1,2000,0,2659.4716991123873,14.57428957698259
2000-01-05 05:00:00,81.37674786834148,5,2,1,2000,0,1571.5761812844312,19.001572533683632
2000-01-05 06:00:00,77.66300656461345,6,2,1,2000,0,4584.99128377837,19.448971210897344
2000-01-05 07:00:00,65.0513006839891,7,2,1,2000,0,2069.2136538267887,25.157629501116684
2000-01-05 08:00:00,65.54140155446461,8,2,1,2000,0,1494.083829135728,32.56341313437565
2000-01-05 09:00:00,73.82820630810701,9,2,1,2000,0,1264.8857060331889,19.96747865101367
2000-01-05 10:00:00,70.20062588057625,10,2,1,2000,0,4003.122077866598,30.614557592739263
2000-01-05 11:00:00,63.017659006272126,11,2,1,2000,0,3699.984188973623,29.112522734699937
2000-01-05 12:00:00,64.68626034402416,12,2,1,2000,0,1481.8335774789632,22.36340609912411
2000-01-05 13:00:00,40.669452520492754,13,2,1,2000,0,3120.569166007423,27.362250594382218
2000-01-05 14:00:00,51.142123938104994,14,2,1,2000,0,1610.7822281458798,25.334013695823852
2000-01-05 15:00:00,46.4785708112837,15,2,1,2000,0,2534.2885073056873,48.00187094450693
2000-01-05 16:00:00,31.275560999200053,16,2,1,2000,0,4131.473511220545,12.754930820826239
2000-01-05 17:00:00,32.842565567325835,17,2,1,2000,0,1911.3435762771128,40.67862955071344
2000-01-05 18:00:00,45.17599211356858,18,2,1,2000,0,1110.8596842814852,22.376475361123518
2000-01-05 19:00:00,27.57488239693383,19,2,1,2000,0,1773.3482634976717,17.415866547534662
2000-01-05 20:00:00,65.63113607527563,20,2,1,2000,0,2601.9796415225646,44.828007189095175
2000-01-05 21:00:00,49.76403188448678,21,2,1,2000,0,1966.7292781003498,28.781539090394958
2000-01-05 22:00:00,47.80980144036175,22,2,1,2000,0,3888.8904921885332,30.40553585780472
2000-01-05 23:00:00,50.71988334861824,23,2,1,2000,0,4156.7174563538465,26.63206707989533
2000-01-06 00:00:00,67.19126556384549,0,3,1,2000,0,1962.012663775904,26.18089633770908
2000-01-06 01:00:00,60.40675421105507,1,3,1,2000,0,2074.4901926132306,37.71413378018744
2000-01-06 02:00:00,65.67532409239959,2,3,1,2000,0,3240.2903583221396,40.37630996363729
2000-01-06 03:00:00,88.08112309162046,3,3,1,2000,0,4010.0618658646313,41.56219998011304
2000-01-06 04:00:00,72.05264089462887,4,3,1,2000,0,4837.475893932068,31.008095941457746
2000-01-06 05:00:00,80.1616708259719,5,3,1,2000,0,2202.205938297915,38.07982474704187
2000-01-06 06:00:00,71.91483810320847,6,3,1,2000,0,4644.284431620911,41.10406314427834
2000-01-06 07:00:00,81.46049821087927,7,3,1,2000,0,1727.0396060866892,37.33313117977013
2000-01-06 08:00:00,82.71284737785226,8,3,1,2000,0,1164.239863468801,17.745929879255154
2000-01-06 09:00:00,90.59190372095419,9,3,1,2000,0,4169.974000985067,38.47103384047023
2000-01-06 10:00:00,60.28194215312108,10,3,1,2000,0,2914.4566494021506,35.926019873125
2000-01-06 11:00:00,50.387687959487586,11,3,1,2000,0,1307.423771829824,13.84872523302767
2000-01-06 12:00:00,57.05676111011111,12,3,1,2000,0,1284.4242701911471,35.848172994439096
2000-01-06 13:00:00,48.411764386562254,13,3,1,2000,0,1054.4740696445983,45.00354606589008
2000-01-06 14:00:00,49.639432857474716,14,3,1,2000,0,2225.3003356704744,26.529770244339538
2000-01-06 15:00:00,50.9062689254747,15,3,1,2000,0,3941.4533485195857,15.342309893010647
2000-01-06 16:00:00,65.19286202064652,16,3,1,2000,0,3661.2555613479512,34.42545010505702
2000-01-06 17:00:00,36.06438728731619,17,3,1,2000,0,4998.671156326158,19.559337012342652
2000-01-06 18:00:00,17.82833855765473,18,3,1,2000,0,3375.726123791334,31.80197978679253
2000-01-06 19:00:00,38.26871045986784,19,3,1,2000,0,1441.889009274345,36.77048342930773
2000-01-06 20:00:00,46.186380099812546,20,3,1,2000,0,4914.001780822295,30.4113410401748
2000-01-06 21:00:00,36.197786551475374,21,3,1,2000,0,3771.886082148277,22.3435758900549
2000-01-06 22:00:00,52.407672152498755,22,3,1,2000,0,2496.1431731897255,44.28163251559564
2000-01-06 23:00:00,56.30390012229334,23,3,1,2000,0,1987.9792564134905,15.436890454548283
2000-01-07 00:00:00,63.59391853102191,0,4,1,2000,0,1888.6667765583588,11.712025260282806
2000-01-07 01:00:00,74.11961958192383,1,4,1,2000,0,4824.932743921372,43.149655699100826
2000-01-07 02:00:00,70.23772434275025,2,4,1,2000,0,2677.683769683424,11.366793405415304
2000-01-07 03:00:00,80.71676742245162,3,4,1,2000,0,2947.2267411457497,29.487631533394346
2000-01-07 04:00:00,60.4647698845868,4,4,1,2000,0,4347.208742390512,31.513068250817035
2000-01-07 05:00:00,70.86321493659801,5,4,1,2000,0,4855.456570622375,23.534726777089332
2000-01-07 06:00:00,77.78776606702483,6,4,1,2000,0,1017.5734066399796,21.03434220387627
2000-01-07 07:00:00,70.50495254944616,7,4,1,2000,0,4960.973036005997,39.61046950928546
2000-01-07 08:00:00,78.65881356817438,8,4,1,2000,0,1301.8461066224804,24.65388860678628
2000-01-07 09:00:00,72.0116661668687,9,4,1,2000,1,4347.339919267761,14.949101094828773
2000-01-07 10:00:00,66.7902416706641,10,4,1,2000,0,4801.274317919144,28.527325522180544
2000-01-07 11:00:00,75.39062848497619,11,4,1,2000,0,3244.454436863964,39.054890946618244
2000-01-07 12:00:00,62.24903557468436,12,4,1,2000,0,3206.853992734588,22.324684848039134
2000-01-07 13:00:00,45.431955780454246,13,4,1,2000,0,3676.0555836468648,15.284077754920379
2000-01-07 14:00:00,45.44682990983336,14,4,1,2000,0,2411.325932987214,23.644346321457697
2000-01-07 15:00:00,54.9047403498261,15,4,1,2000,0,1663.2136099367608,31.818747557792776
2000-01-07 16:00:00,46.22587533820762,16,4,1,2000,0,1265.66027754011,14.069192172693757
2000-01-07 17:00:00,54.22479302031205,17,4,1,2000,0,4524.404741479131,19.381651352931122
2000-01-07 18:00:00,50.08418838784547,18,4,1,2000,0,3189.3101774731826,48.83316506298781
2000-01-07 19:00:00,38.44395817956806,19,4,1,2000,0,3776.282461352285,18.16645697742461
2000-01-07 20:00:00,58.7223384552679,20,4,1,2000,0,2328.2087345338896,12.540405462923726
2000-01-07 21:00:00,62.75839770767881,21,4,1,2000,0,4228.034167501553,27.28636656689612
2000-01-07 22:00:00,33.90280256378093,22,4,1,2000,0,2399.685016448083,12.953175512490546
2000-01-07 23:00:00,56.93304348337039,23,4,1,2000,0,1119.044590669112,10.542086974552284
2000-01-08 00:00:00,57.18137568797887,0,5,1,2000,0,2347.6177132784596,10.619638031495562
2000-01-08 01:00:00,65.28601154615626,1,5,1,2000,0,4401.303604614483,21.857900111593654
2000-01-08 02:00:00,64.58749863710794,2,5,1,2000,0,4503.553889546689,12.95175110736162
2000-01-08 03:00:00,67.51155153633172,3,5,1,2000,0,4738.874552631127,17.71589743318742
2000-01-08 04:00:00,89.1504832539189,4,5,1,2000,0,2997.9138567113714,35.93021622810401
2000-01-08 05:00:00,70.49076176056344,5,5,1,2000,0,4826.372996748568,21.534304740241414
2000-01-08 06:00:00,83.82102454539209,6,5,1,2000,0,2996.7140430344116,33.019602944440365
2000-01-08 07:00:00,68.74924255426376,7,5,1,2000,0,1615.6618228390726,26.452390075146628
2000-01-08 08:00:00,92.97128116811596,8,5,1,2000,0,3008.147867079969,45.38910998877466
2000-01-08 09:00:00,77.43380719151703,9,5,1,2000,1,4474.456886295087,37.85679426185894
2000-01-08 10:00:00,80.47887291495795,10,5,1,2000,0,4142.75938425845,44.10038665878207
2000-01-08 11:00:00,70.18800782975318,11,5,1,2000,0,2736.212694234351,30.75563551701148
2000-01-08 12:00:00,60.56274559082948,12,5,1,2000,0,1850.1734112160016,41.2478712136101
2000-01-08 13:00:00,58.637133317886665,13,5,1,2000,0,3324.478429541024,34.623106774314195
2000-01-08 14:00:00,68.23775745352653,14,5,1,2000,0,4724.90147507423,39.757090964428514
2000-01-08 15:00:00,40.082639073151924,15,5,1,2000,0,1709.968866127247,37.384180230311074
2000-01-08 16:00:00,20.41966185320739,16,5,1,2000,0,4308.160841668715,22.020427792717815
2000-01-08 17:00:00,36.081113730058384,17,5,1,2000,0,1589.298443355771,15.01663750136677
2000-01-08 18:00:00,31.21202081178338,18,5,1,2000,0,4678.403506678997,42.25716069711544
2000-01-08 19:00:00,53.699141615247335,19,5,1,2000,0,3773.024766567491,13.09344843453304
2000-01-08 20:00:00,44.29433050964594,20,5,1,2000,0,1436.72552160775,34.206699624971236
2000-01-08 21:00:00,57.539124807887035,21,5,1,2000,0,1809.699250784738,49.55120193422981
2000-01-08 22:00:00,53.760283460029115,22,5,1,2000,0,4707.6868772097405,17.307914831021396
2000-01-08 23:00:00,58.38636520241315,23,5,1,2000,1,3030.265759908605,39.739448337032286
2000-01-09 00:00:00,66.00155569456774,0,6,1,2000,0,2813.9632067570374,48.12632693739388
2000-01-09 01:00:00,84.37334796889023,1,6,1,2000,0,1233.0877668476016,29.81928860768385
2000-01-09 02:00:00,76.2966180006579,2,6,1,2000,0,1336.1591656541382,32.92035204175405
2000-01-09 03:00:00,89.69979442545912,3,6,1,2000,0,3766.594363314312,24.706541707913633
2000-01-09 04:00:00,92.27272511132988,4,6,1,2000,0,4107.735499154238,27.670580876893993
2000-01-09 05:00:00,82.22079711063458,5,6,1,2000,0,4468.026040132321,35.20410534580006
2000-01-09 06:00:00,83.83046927853293,6,6,1,2000,0,3011.2395378823035,44.858176967968795
2000-01-09 07:00:00,80.14492236154425,7,6,1,2000,0,2314.2944008615104,48.09329987289099
2000-01-09 08:00:00,94.791330875111,8,6,1,2000,0,3502.0905157617126,31.72906592877687
2000-01-09 09:00:00,69.40518404773086,9,6,1,2000,0,3475.520454889941,41.290366671492094
2000-01-09 10:00:00,67.47836935561229,10,6,1,2000,0,1138.6655932171323,39.459025274619975
2000-01-09 11:00:00,67.1568452345658,11,6,1,2000,0,4755.211204259062,19.88086110688232
2000-01-09 12:00:00,53.29599943029273,12,6,1,2000,1,3570.2410925372064,28.47449122833973
2000-01-09 13:00:00,53.72281204020758,13,6,1,2000,0,1025.8742825322531,37.34052059974633
2000-01-09 14:00:00,66.20742074936405,14,6,1,2000,0,4838.536813971041,15.155714068788907
2000-01-09 15:00:00,57.25329773243605,15,6,1,2000,0,4810.6038125680225,45.35882452388425
2000-01-09 16:00:00,43.38808489776628,16,6,1,2000,0,4783.679006461869,26.10171622377385
2000-01-09 17:00:00,53.6603855629274,17,6,1,2000,0,4555.595138589313,28.139836839246218
2000-01-09 18:00:00,65.80431170383815,18,6,1,2000,1,1738.5440911857654,44.78971660775177
2000-01-09 19:00:00,48.83245146743945,19,6,1,2000,1,4908.691567259764,16.89049704085612
2000-01-09 20:00:00,61.93755363078711,20,6,1,2000,0,4047.729800897059,11.421182634314793
2000-01-09 21:00:00,59.46283770392474,21,6,1,2000,0,3563.02809392924,21.441364465434837
2000-01-09 22:00:00,52.179333522370946,22,6,1,2000,0,4770.682445895844,16.0091896955829
2000-01-09 23:00:00,61.95492004986032,23,6,1,2000,0,2524.3490917819895,49.42348644454879
2000-01-10 00:00:00,71.30498014791581,0,0,1,2000,0,4725.475969078412,32.64676288774304
2000-01-10 01:00:00,63.8034569910429,1,0,1,2000,0,3422.738010503683,32.580974685963255
2000-01-10 02:00:00,50.01890501981375,2,0,1,2000,0,3317.189464808759,41.76445500985868
2000-01-10 03:00:00,71.94738961573842,3,0,1,2000,1,3583.805668084601,20.340634248815398
2000-01-10 04:00:00,61.91972625950804,4,0,1,2000,0,4016.6413695699957,30.90712193385274
2000-01-10 05:00:00,78.01922797525091,5,0,1,2000,0,2779.6804053055125,15.68587327787406
2000-01-10 06:00:00,69.1754183009497,6,0,1,2000,0,4922.417215957399,13.73971870198007
2000-01-10 07:00:00,94.40408537749805,7,0,1,2000,0,1354.0751737564913,27.58807659321552
2000-01-10 08:00:00,71.8136329268601,8,0,1,2000,0,4655.296125368868,46.51579684332107
2000-01-10 09:00:00,85.93693441931372,9,0,1,2000,0,3629.692419515269,27.642712359215842
2000-01-10 10:00:00,84.05435658532741,10,0,1,2000,0,4639.665984598938,28.06922715822235
2000-01-10 11:00:00,78.61442264008708,11,0,1,2000,0,2475.0400903531654,44.604038712864025
2000-01-10 12:00:00,47.774210208031214,12,0,1,2000,0,4315.994934595097,21.441648110523506
2000-01-10 13:00:00,72.54225314819055,13,0,1,2000,0,3463.952429249476,29.594915340705835
2000-01-10 14:00:00,60.730191804275904,14,0,1,2000,0,4324.435392555528,16.57632107348754
2000-01-10 15:00:00,60.46194797959668,15,0,1,2000,0,2300.0895065500663,43.8470512779102
2000-01-10 16:00:00,67.57429885519349,16,0,1,2000,0,4669.204649895685,11.48774231891926
2000-01-10 17:00:00,55.255467131673484,17,0,1,2000,0,4696.963485705696,26.5244900937491
2000-01-10 18:00:00,34.838754024435175,18,0,1,2000,0,2899.2931660555605,21.06322919324489
2000-01-10 19:00:00,53.914216264178606,19,0,1,2000,0,2601.259500662887,20.29063414518759
2000-01-10 20:00:00,34.377839415535426,20,0,1,2000,0,3300.7763600066132,19.76739992235151
2000-01-10 21:00:00,51.997342664448034,21,0,1,2000,0,1800.7376015410296,24.781075113585807
2000-01-10 22:00:00,51.771464526296484,22,0,1,2000,0,2984.8383904568286,46.059726734808216
2000-01-10 23:00:00,61.763495073204986,23,0,1,2000,0,4587.283179631146,38.350647014656374
2000-01-11 00:00:00,52.62424518439063,0,1,1,2000,0,2460.7039956269364,45.57724712472266
2000-01-11 01:00:00,58.98687508818096,1,1,1,2000,0,3944.1951846162765,17.857785815712077
2000-01-11 02:00:00,73.29537884716375,2,1,1,2000,0,3492.490942173329,43.965029686131885
2000-01-11 03:00:00,79.74042559478157,3,1,1,2000,0,2045.5605050148486,27.19431107829102
2000-01-11 04:00:00,80.92069637931407,4,1,1,2000,0,3127.0615246914617,49.242636178098095
2000-01-11 05:00:00,101.71579864595475,5,1,1,2000,0,4410.36464647178,33.74610376336179
2000-01-11 06:00:00,92.16379643209967,6,1,1,2000,0,3219.6755425638034,29.49482435505491
2000-01-11 07:00:00,91.2424243584407,7,1,1,2000,0,3787.377635044225,47.00846345887372
2000-01-11 08:00:00,81.49399594467627,8,1,1,2000,0,4101.5568486641005,25.252935239386233
2000-01-11 09:00:00,68.25504655707569,9,1,1,2000,0,1197.5985197680266,39.949796883599305
2000-01-11 10:00:00,78.02463952928214,10,1,1,2000,0,1205.0176093975292,28.934864333480114
2000-01-11 11:00:00,91.34954598878387,11,1,1,2000,0,1459.8399295787274,39.344472339216296
2000-01-11 12:00:00,70.37887975161765,12,1,1,2000,0,1652.0013406638063,21.027417793511955
2000-01-11 13:00:00,74.12524489062008,13,1,1,2000,0,4245.770587621706,26.26739133895695
2000-01-11 14:00:00,70.59822843835559,14,1,1,2000,0,2742.3441744872307,23.81325973395309
2000-01-11 15:00:00,59.692214581151646,15,1,1,2000,0,1741.0509907830742,44.75300694906791
2000-01-11 16:00:00,53.15578730459617,16,1,1,2000,0,3127.2088236349036,47.142457638049564
2000-01-11 17:00:00,39.11234237760861,17,1,1,2000,0,4053.3609259000914,39.42085039798478
2000-01-11 18:00:00,46.25832034258109,18,1,1,2000,0,1560.2547153799917,42.86353219055738
2000-01-11 19:00:00,45.4499409179136,19,1,1,2000,0,2377.6102373909316,24.155601644396178
2000-01-11 20:00:00,54.39147535188576,20,1,1,2000,0,1777.4793935268644,16.026194768897856
2000-01-11 21:00:00,40.16384420227237,21,1,1,2000,0,3585.499641412189,37.463366943320324
2000-01-11 22:00:00,53.10835699167942,22,1,1,2000,1,1547.339728715282,35.492201788860314
2000-01-11 23:00:00,67.37965999485304,23,1,1,2000,0,4124.3826677306515,20.550632609458646
2000-01-12 00:00:00,62.37324134855691,0,2,1,2000,0,1831.2920174326982,46.495244340318635
2000-01-12 01:00:00,65.44929095630579,1,2,1,2000,0,1234.4079835720577,24.3019990874581
2000-01-12 02:00:00,71.5494750848293,2,2,1,2000,0,4643.474479680206,42.6088323090065
2000-01-12 03:00:00,80.91628551991747,3,2,1,2000,0,2332.849268129763,15.163586566611551
2000-01-12 04:00:00,63.046453932750254,4,2,1,2000,0,3010.981622073993,21.46938605359805
2000-01-12 05:00:00,81.42440618143023,5,2,1,2000,0,1403.968667285528,34.57678813386116
2000-01-12 06:00:00,99.12962994657214,6,2,1,2000,0,2917.846652255239,19.677314669587275
2000-01-12 07:00:00,92.19401820719185,7,2,1,2000,0,1890.2512066948138,48.25991236970251
2000-01-12 08:00:00,91.1922277828762,8,2,1,2000,0,4361.514001048295,32.06253697988976
2000-01-12 09:00:00,65.57117593702164,9,2,1,2000,0,3855.017774507935,39.258166553835686
2000-01-12 10:00:00,75.5985802394127,10,2,1,2000,0,3653.223953999818,32.459776470419065
2000-01-12 11:00:00,73.7927784439513,11,2,1,2000,0,4125.045443477557,26.270474235708903
2000-01-12 12:00:00,74.4534222131851,12,2,1,2000,0,2174.872753059595,42.88594717135615
2000-01-12 13:00:00,75.77659843950224,13,2,1,2000,0,2814.5951719284544,10.905198002146616
2000-01-12 14:00:00,69.42630136814208,14,2,1,2000,0,1346.2825742424043,27.071808988854073
2000-01-12 15:00:00,49.91777496422183,15,2,1,2000,0,1271.1377665802304,45.2447702735507
2000-01-12 16:00:00,47.002948183954985,16,2,1,2000,0,2316.3661189924055,13.405128740214698
2000-01-12 17:00:00,64.78453971759825,17,2,1,2000,0,4290.980873864166,18.298080177227384
2000-01-12 18:00:00,46.41680857743898,18,2,1,2000,0,3390.6601945596535,48.42499450516904
2000-01-12 19:00:00,39.90766891119863,19,2,1,2000,0,2698.040812435378,48.35869682510784
2000-01-12 20:00:00,50.69492383967344,20,2,1,2000,0,4867.960952962747,25.381995338238326
2000-01-12 21:00:00,69.47283081206201,21,2,1,2000,0,2768.6779681703274,40.09055853516681
